order_no,company_customer_cd,company_item_cd,amount,order_date,status_order
9339,6315,40231,1295,2013/03/07,1
9340,,55610,1280,2013/03/07,7
9341,1916,39434,1390,2013/03/07,1
9342,,55610,1280,2013/03/07,7
9343,6318,42929,8950,2013/03/07,1
9343,6318,42591,8950,2013/03/07,1
9343,6318,43932,8950,2013/03/07,1
9343,6318,43927,8950,2013/03/07,1
9344,5840,55792,1167,2013/03/07,5
9345,6317,35641,4520,2013/03/07,3
9345,6317,34683,4520,2013/03/07,3
9345,6317,35384,4520,2013/03/07,3
9345,6317,38940,4520,2013/03/07,3
9345,6317,55072,4520,2013/03/07,3
9346,1908,42042,3100,2013/03/07,1
9347,6319,55398,4160,2013/03/07,1
9347,6319,55402,4160,2013/03/07,1
9348,,45127,3960,2013/03/07,1
9348,,55267,3960,2013/03/07,1
9349,,45111,2200,2013/03/07,1
9349,,45113,2200,2013/03/07,1
9350,,45675,2180,2013/03/07,3
9351,,44793,2295,2013/03/07,1
9352,6322,44576,6560,2013/03/07,1
9352,6322,42594,6560,2013/03/07,1
9352,6322,54971,6560,2013/03/07,1
9352,6322,54970,6560,2013/03/07,1
9352,6322,44982,6560,2013/03/07,1
9353,3319,41966,1380,2013/03/07,1
9354,6320,44819,10500,2013/03/07,1
9354,6320,44656,10500,2013/03/07,1
9354,6320,55128,10500,2013/03/07,1
9354,6320,41806,10500,2013/03/07,1
9354,6320,54358,10500,2013/03/07,1
9354,6320,39223,10500,2013/03/07,1
9355,2801,44766,2259,2013/03/07,1
9356,5989,54220,3362,2013/03/08,1
9357,6324,44934,6650,2013/03/08,3
9357,6324,55835,6650,2013/03/08,3
9357,6324,45363,6650,2013/03/08,3
9358,6289,43592,1380,2013/03/08,1
9359,,55137,11570,2013/03/08,1
9359,,33645,11570,2013/03/08,1
9359,,33639,11570,2013/03/08,1
9359,,43464,11570,2013/03/08,1
9359,,55412,11570,2013/03/08,1
9359,,43076,11570,2013/03/08,1
9359,,55414,11570,2013/03/08,1
9360,,54096,2875,2013/03/08,1
9360,,54095,2875,2013/03/08,1
9361,6307,55072,2870,2013/03/08,1
9361,6307,45402,2870,2013/03/08,1
9362,,55454,2560,2013/03/08,1
9362,,45255,2560,2013/03/08,1
9363,6329,13696,7220,2013/03/08,7
9363,6329,55801,7220,2013/03/08,7
9363,6329,54241,7220,2013/03/08,7
9363,6329,55753,7220,2013/03/08,7
9364,,42973,6980,2013/03/08,1
9365,4,55933,880,2013/03/08,3
9366,,54554,8960,2013/03/08,1
9366,,43593,8960,2013/03/08,1
9366,,55152,8960,2013/03/08,1
9366,,43785,8960,2013/03/08,1
9366,,40232,8960,2013/03/08,1
9367,5861,56000,1500,2013/03/08,1
9368,6332,43458,3890,2013/03/08,1
9369,6334,55792,15020,2013/03/08,1
9369,6334,55597,15020,2013/03/08,1
9369,6334,45365,15020,2013/03/08,1
9369,6334,41914,15020,2013/03/08,1
9369,6334,45634,15020,2013/03/08,1
9369,6334,54091,15020,2013/03/08,1
9369,6334,54358,15020,2013/03/08,1
9369,6334,55793,15020,2013/03/08,1
9369,6334,45669,15020,2013/03/08,1
9370,6333,44984,2295,2013/03/08,1
9371,6335,44122,10200,2013/03/08,1
9371,6335,45669,10200,2013/03/08,1
9371,6335,45643,10200,2013/03/08,1
9371,6335,40472,10200,2013/03/08,1
9371,6335,45606,10200,2013/03/08,1
9371,6335,38238,10200,2013/03/08,1
9372,6322,55232,5268,2013/03/08,1
9372,6322,45447,5268,2013/03/08,1
9373,,54597,4460,2013/03/08,3
9373,,44802,4460,2013/03/08,3
9374,,44802,4460,2013/03/08,1
9374,,54597,4460,2013/03/08,1
9375,6338,45407,2005,2013/03/08,1
9376,6339,55152,2660,2013/03/08,1
9376,6339,55151,2660,2013/03/08,1
9377,6339,42885,1248,2013/03/08,1
9378,6339,55413,1382,2013/03/08,1
9379,6340,32930,6200,2013/03/08,1
9379,6340,56000,6200,2013/03/08,1
9379,6340,26621,6200,2013/03/08,1
9379,6340,55273,6200,2013/03/08,1
9380,6341,43782,4160,2013/03/08,1
9380,6341,54234,4160,2013/03/08,1
9381,3267,54793,3060,2013/03/08,1
9382,,42992,2595,2013/03/08,1
9383,5990,55730,4083,2013/03/08,1
9384,,44057,2795,2013/03/08,1
9385,,43467,4835,2013/03/08,1
9385,,55117,4835,2013/03/08,1
9385,,44947,4835,2013/03/08,1
9385,,44945,4835,2013/03/08,1
9386,6141,43589,3675,2013/03/08,1
9386,6141,39119,3675,2013/03/08,1
9387,,55929,3995,2013/03/08,3
9388,,55958,2995,2013/03/08,3
9389,6244,44122,1805,2013/03/08,1
9390,4083,44562,5670,2013/03/08,1
9390,4083,45113,5670,2013/03/08,1
9390,4083,54358,5670,2013/03/08,1
9391,1413,55725,1610,2013/03/08,7
9392,6344,54236,1995,2013/03/08,1
9393,,54270,3470,2013/03/08,1
9393,,54918,3470,2013/03/08,1
9394,5174,54956,4955,2013/03/08,1
9394,5174,55152,4955,2013/03/08,1
9394,5174,55436,4955,2013/03/08,1
9395,6345,37024,4985,2013/03/08,1
9395,6345,43062,4985,2013/03/08,1
9396,,42349,3190,2013/03/08,1
9397,2562,56060,4834,2013/03/08,1
9397,2562,42885,4834,2013/03/08,1
9398,5312,56096,3640,2013/03/08,1
9399,6337,44241,5040,2013/03/08,1
9399,6337,39415,5040,2013/03/08,1
9399,6337,54551,5040,2013/03/08,1
9400,6234,55401,1690,2013/03/08,1
9401,,43617,1200,2013/03/08,1
9402,4669,42510,3051,2013/03/08,1
9403,,54270,1980,2013/03/08,3
9404,,54270,1980,2013/03/08,1
9405,6348,54545,4140,2013/03/08,1
9405,6348,54928,4140,2013/03/08,1
9405,6348,43429,4140,2013/03/08,1
9406,5775,44814,2650,2013/03/08,1
9407,6347,54804,1860,2013/03/08,1
9407,6347,55071,1860,2013/03/08,1
9408,6349,44561,4970,2013/03/08,3
9408,6349,55276,4970,2013/03/08,3
9409,6350,29752,1880,2013/03/08,1
9409,6350,40232,1880,2013/03/08,1
9410,4256,41077,1980,2013/03/09,1
9411,,55265,5285,2013/03/09,1
9411,,55614,5285,2013/03/09,1
9412,,43770,3305,2013/03/09,1
9413,6241,43248,1380,2013/03/09,1
9414,6352,54629,3190,2013/03/09,1
9415,,56096,7960,2013/03/09,1
9415,,45359,7960,2013/03/09,1
9415,,44811,7960,2013/03/09,1
9416,5972,56067,3990,2013/03/09,3
9417,5972,56067,3990,2013/03/09,1
9418,6221,41806,2104,2013/03/09,1
9418,6221,40236,2104,2013/03/09,1
9419,5690,56076,3468,2013/03/09,1
9420,6355,45244,1190,2013/03/09,1
9421,,55398,5660,2013/03/09,1
9421,,55221,5660,2013/03/09,1
9422,6356,45643,5530,2013/03/09,1
9422,6356,54358,5530,2013/03/09,1
9422,6356,56000,5530,2013/03/09,1
9422,6356,45362,5530,2013/03/09,1
9423,,35106,1490,2013/03/09,1
9424,6358,54234,1980,2013/03/09,1
9425,5824,55152,1580,2013/03/09,1
9426,,45362,1490,2013/03/09,1
9427,6357,40234,700,2013/03/09,1
9428,6359,24957,1000,2013/03/09,3
9429,1783,45645,852,2013/03/09,1
9430,6361,41921,2160,2013/03/09,1
9430,6361,44422,2160,2013/03/09,1
9431,6363,45362,3870,2013/03/09,1
9431,6363,44823,3870,2013/03/09,1
9432,,55152,2360,2013/03/09,1
9432,,32780,2360,2013/03/09,1
9433,6364,53966,3160,2013/03/09,1
9433,6364,34666,3160,2013/03/09,1
9434,,55436,6940,2013/03/09,1
9434,,55106,6940,2013/03/09,1
9434,,18444,6940,2013/03/09,1
9434,,41311,6940,2013/03/09,1
9434,,45602,6940,2013/03/09,1
9435,,19243,7930,2013/03/09,1
9435,,54954,7930,2013/03/09,1
9435,,54611,7930,2013/03/09,1
9435,,43338,7930,2013/03/09,1
9435,,24941,7930,2013/03/09,1
9436,1413,55725,1980,2013/03/09,3
9437,,56000,1380,2013/03/09,1
9438,4923,56082,6680,2013/03/09,3
9439,6367,54416,1295,2013/03/09,1
9440,4923,56082,6680,2013/03/09,1
9441,6360,55152,4940,2013/03/09,1
9441,6360,43826,4940,2013/03/09,1
9441,6360,42602,4940,2013/03/09,1
9442,5974,39119,2576,2013/03/09,1
9443,6368,55085,980,2013/03/09,1
9444,2563,33802,4162,2013/03/09,1
9444,2563,54898,4162,2013/03/09,1
9444,2563,55416,4162,2013/03/09,1
9445,6147,45603,6460,2013/03/09,1
9445,6147,44918,6460,2013/03/09,1
9445,6147,55066,6460,2013/03/09,1
9446,,55855,4580,2013/03/09,3
9447,,44120,5750,2013/03/09,1
9447,,43249,5750,2013/03/09,1
9447,,56000,5750,2013/03/09,1
9448,5926,35104,1190,2013/03/09,1
9449,4923,54637,2523,2013/03/09,1
9450,,55763,1000,2013/03/09,3
9451,6241,55378,1280,2013/03/09,1
9452,,55763,1315,2013/03/10,1
9453,6289,43429,1000,2013/03/10,1
9454,6369,54424,780,2013/03/10,1
9455,,22191,980,2013/03/10,1
9456,,43462,1480,2013/03/10,1
9457,6373,43023,2180,2013/03/10,1
9458,6374,43095,1680,2013/03/10,3
9459,5681,39362,880,2013/03/10,1
9460,6377,42918,7410,2013/03/10,1
9460,6377,55077,7410,2013/03/10,1
9460,6377,54359,7410,2013/03/10,1
9460,6377,45365,7410,2013/03/10,1
9460,6377,55101,7410,2013/03/10,1
9461,6378,22481,2890,2013/03/10,1
9462,,45603,1490,2013/03/10,1
9463,6381,54356,3375,2013/03/10,1
9463,6381,54358,3375,2013/03/10,1
9464,6338,44122,3016,2013/03/10,1
9464,6338,54424,3016,2013/03/10,1
9465,6382,43352,5450,2013/03/10,1
9465,6382,45359,5450,2013/03/10,1
9465,6382,54227,5450,2013/03/10,1
9466,1162,55844,3638,2013/03/10,1
9467,6383,54592,2180,2013/03/10,1
9468,6382,55981,1778,2013/03/10,1
9469,6371,54551,3840,2013/03/10,1
9469,6371,54553,3840,2013/03/10,1
9469,6371,54117,3840,2013/03/10,1
9470,5917,55859,22550,2013/03/10,1
9470,5917,44759,22550,2013/03/10,1
9470,5917,54359,22550,2013/03/10,1
9470,5917,55383,22550,2013/03/10,1
9470,5917,55369,22550,2013/03/10,1
9470,5917,55378,22550,2013/03/10,1
9470,5917,55730,22550,2013/03/10,1
9470,5917,54901,22550,2013/03/10,1
9470,5917,43457,22550,2013/03/10,1
9471,6372,54545,880,2013/03/10,1
9472,6384,54359,10020,2013/03/10,1
9472,6384,55426,10020,2013/03/10,1
9472,6384,54622,10020,2013/03/10,1
9472,6384,56055,10020,2013/03/10,1
9473,,55265,4855,2013/03/10,1
9473,,43427,4855,2013/03/10,1
9473,,45647,4855,2013/03/10,1
9474,3078,54944,3084,2013/03/10,1
9474,3078,54758,3084,2013/03/10,1
9475,6386,54205,2690,2013/03/10,1
9476,5420,40234,5548,2013/03/10,1
9476,5420,38530,5548,2013/03/10,1
9476,5420,38670,5548,2013/03/10,1
9477,,54744,1760,2013/03/10,1
9477,,30411,1760,2013/03/10,1
9478,,55152,1580,2013/03/10,1
9479,6387,32051,200,2013/03/10,1
9480,,54547,2275,2013/03/10,1
9480,,54554,2275,2013/03/10,1
9481,,54359,2975,2013/03/10,1
9481,,55605,2975,2013/03/10,1
9482,,43944,1690,2013/03/10,1
9483,,42728,3990,2013/03/10,1
9484,,45420,4950,2013/03/10,1
9484,,54545,4950,2013/03/10,1
9484,,36687,4950,2013/03/10,1
9485,6390,55585,4340,2013/03/10,1
9485,6390,55592,4340,2013/03/10,1
9485,6390,45106,4340,2013/03/10,1
9485,6390,56000,4340,2013/03/10,1
9486,,55152,1695,2013/03/10,1
9487,6380,45603,1490,2013/03/10,3
9488,6392,45607,1390,2013/03/10,1
9489,2705,45116,1789,2013/03/10,1
9490,,43429,5240,2013/03/10,1
9490,,55268,5240,2013/03/10,1
9490,,36741,5240,2013/03/10,1
9491,6393,41769,3560,2013/03/10,1
9491,6393,44926,3560,2013/03/10,1
9492,6058,55361,10280,2013/03/10,1
9492,6058,55425,10280,2013/03/10,1
9492,6058,54977,10280,2013/03/10,1
9492,6058,54636,10280,2013/03/10,1
9493,6353,55267,3675,2013/03/10,1
9493,6353,45136,3675,2013/03/10,1
9494,,43066,11860,2013/03/10,1
9494,,54235,11860,2013/03/10,1
9494,,44026,11860,2013/03/10,1
9494,,54111,11860,2013/03/10,1
9494,,54549,11860,2013/03/10,1
9494,,44098,11860,2013/03/10,1
9494,,54556,11860,2013/03/10,1
9495,4419,55257,2496,2013/03/10,1
9495,4419,35384,2496,2013/03/10,1
9496,,55071,2470,2013/03/10,1
9496,,45365,2470,2013/03/10,1
9497,,44302,4190,2013/03/10,1
9498,,44052,2795,2013/03/10,1
9499,,45424,2795,2013/03/10,1
9500,,41921,980,2013/03/10,3
9501,,41766,1580,2013/03/10,1
9502,,54890,4895,2013/03/10,1
9503,6374,43430,8220,2013/03/10,1
9503,6374,43095,8220,2013/03/10,1
9503,6374,55754,8220,2013/03/10,1
9503,6374,45359,8220,2013/03/10,1
9503,6374,43944,8220,2013/03/10,1
9504,,45364,1690,2013/03/10,1
9505,,55398,8520,2013/03/10,3
9505,,55097,8520,2013/03/10,3
9505,,43342,8520,2013/03/10,3
9505,,55845,8520,2013/03/10,3
9506,,54551,4140,2013/03/10,1
9506,,55435,4140,2013/03/10,1
9506,,54552,4140,2013/03/10,1
9507,6399,55267,4275,2013/03/10,1
9507,6399,55980,4275,2013/03/10,1
9508,,43947,1805,2013/03/10,1
9509,6229,43340,3070,2013/03/10,1
9509,6229,45605,3070,2013/03/10,1
9510,4950,55273,1830,2013/03/10,1
9511,,45217,1995,2013/03/10,1
9512,6400,45217,4360,2013/03/10,1
9512,6400,55392,4360,2013/03/10,1
9513,6141,55436,1862,2013/03/10,1
9514,6401,39574,200,2013/03/10,1
9515,,54596,4475,2013/03/10,1
9515,,44974,4475,2013/03/10,1
9516,2056,44326,3844,2013/03/10,7
9516,2056,41918,3844,2013/03/10,7
9516,2056,54929,3844,2013/03/10,7
9517,,43349,2295,2013/03/10,1
9518,6342,43753,5670,2013/03/11,1
9518,6342,36854,5670,2013/03/11,1
9518,6342,41845,5670,2013/03/11,1
9519,6402,45120,3160,2013/03/11,1
9519,6402,43580,3160,2013/03/11,1
9520,6404,44755,2690,2013/03/11,3
9521,,43750,3305,2013/03/11,1
9522,6406,55721,1680,2013/03/11,1
9523,,43430,3575,2013/03/11,1
9523,,54270,3575,2013/03/11,1
9524,1382,55992,10000,2013/03/11,1
9524,1382,55249,10000,2013/03/11,1
9524,1382,54601,10000,2013/03/11,1
9524,1382,54617,10000,2013/03/11,1
9524,1382,55604,10000,2013/03/11,1
9524,1382,54804,10000,2013/03/11,1
9524,1382,55763,10000,2013/03/11,1
9525,5683,36218,956,2013/03/11,1
9526,6408,40232,900,2013/03/11,1
9527,6409,55112,1295,2013/03/11,1
9528,,45634,3260,2013/03/11,3
9528,,54271,3260,2013/03/11,3
9529,,45634,3260,2013/03/11,3
9529,,54271,3260,2013/03/11,3
9530,,45634,3575,2013/03/11,1
9530,,54271,3575,2013/03/11,1
9531,6236,56088,2102,2013/03/11,1
9531,6236,55998,2102,2013/03/11,1
9532,,55398,2180,2013/03/11,1
9533,6410,39576,4750,2013/03/11,1
9533,6410,54944,4750,2013/03/11,1
9533,6410,43337,4750,2013/03/11,1
9533,6410,28813,4750,2013/03/11,1
9534,,55787,5990,2013/03/11,1
9535,6236,55066,2295,2013/03/11,1
9536,4747,44791,2180,2013/03/11,1
9537,5934,55971,7899,2013/03/11,1
9537,5934,23436,7899,2013/03/11,1
9537,5934,54743,7899,2013/03/11,1
9537,5934,44822,7899,2013/03/11,1
9537,5934,54954,7899,2013/03/11,1
9537,5934,54956,7899,2013/03/11,1
9538,6411,54264,2480,2013/03/11,1
9539,6407,54547,3475,2013/03/11,1
9539,6407,44811,3475,2013/03/11,1
9540,6394,29844,792,2013/03/11,1
9541,5939,45332,3190,2013/03/11,1
9542,,38384,1180,2013/03/11,1
9543,,45362,1490,2013/03/11,3
9544,,45362,1490,2013/03/11,1
9545,,54769,5240,2013/03/11,1
9545,,54227,5240,2013/03/11,1
9545,,54229,5240,2013/03/11,1
9546,,55410,1280,2013/03/11,1
9547,6415,44755,2690,2013/03/11,1
9548,,43248,1580,2013/03/11,1
9549,6179,45342,8170,2013/03/11,1
9549,6179,55436,8170,2013/03/11,1
9549,6179,56085,8170,2013/03/11,1
9550,,43950,1690,2013/03/11,1
9551,,27085,2785,2013/03/11,1
9551,,45366,2785,2013/03/11,1
9552,6417,41919,3840,2013/03/11,1
9552,6417,36214,3840,2013/03/11,1
9552,6417,44934,3840,2013/03/11,1
9552,6417,41918,3840,2013/03/11,1
9553,6006,54205,3305,2013/03/11,3
9554,6380,45603,2680,2013/03/11,1
9554,6380,45604,2680,2013/03/11,1
9555,6418,54557,2260,2013/03/11,3
9555,6418,42812,2260,2013/03/11,3
9556,6418,54557,2260,2013/03/11,3
9556,6418,42812,2260,2013/03/11,3
9557,6418,54557,2260,2013/03/11,1
9557,6418,42812,2260,2013/03/11,1
9558,6419,45106,1200,2013/03/11,1
9559,,45634,2375,2013/03/11,1
9559,,23622,2375,2013/03/11,1
9560,,41850,1480,2013/03/11,1
9561,6385,54804,880,2013/03/11,1
9562,,54894,13680,2013/03/11,1
9563,5503,44817,2035,2013/03/11,1
9564,5503,56231,4568,2013/03/11,1
9564,5503,54304,4568,2013/03/11,1
9564,5503,56228,4568,2013/03/11,1
9565,6422,43753,4090,2013/03/11,1
9566,6424,43430,980,2013/03/11,3
9567,6424,43430,980,2013/03/11,1
9568,6425,43929,2295,2013/03/11,1
9569,,45220,5440,2013/03/11,1
9569,,54779,5440,2013/03/11,1
9569,,55983,5440,2013/03/11,1
9570,6426,54551,2180,2013/03/11,1
9570,6426,55117,2180,2013/03/11,1
9571,6253,56201,1425,2013/03/11,1
9572,6427,25779,1280,2013/03/11,3
9573,6427,25779,1280,2013/03/11,3
9574,6427,25779,1595,2013/03/11,1
9575,6429,56189,1500,2013/03/11,1
9576,6428,44052,2795,2013/03/11,1
9577,3942,54890,4247,2013/03/11,1
9578,,55801,8270,2013/03/11,1
9578,,55787,8270,2013/03/11,1
9579,4691,55112,823,2013/03/11,1
9580,6202,28656,1790,2013/03/11,1
9580,6202,40695,1790,2013/03/11,1
9581,3038,44123,6030,2013/03/11,1
9581,3038,56215,6030,2013/03/11,1
9581,3038,43579,6030,2013/03/11,1
9581,3038,43947,6030,2013/03/11,1
9582,,55114,5750,2013/03/11,1
9582,,55384,5750,2013/03/11,1
9582,,45161,5750,2013/03/11,1
9582,,55600,5750,2013/03/11,1
9583,5156,56227,1480,2013/03/11,1
9584,,44122,2295,2013/03/11,1
9585,3662,54551,4140,2013/03/11,1
9585,3662,55436,4140,2013/03/11,1
9585,3662,54552,4140,2013/03/11,1
9586,6433,31791,1180,2013/03/11,1
9587,6434,40422,700,2013/03/11,5
9588,6435,33624,3860,2013/03/12,1
9588,6435,33626,3860,2013/03/12,1
9589,6398,45257,8000,2013/03/12,1
9589,6398,24186,8000,2013/03/12,1
9589,6398,54749,8000,2013/03/12,1
9589,6398,55436,8000,2013/03/12,1
9589,6398,55413,8000,2013/03/12,1
9590,3050,54244,2175,2013/03/12,1
9591,6437,53966,1680,2013/03/12,1
9592,4563,44924,1602,2013/03/12,1
9593,6006,54642,4433,2013/03/12,3
9593,6006,56188,4433,2013/03/12,3
9594,6439,55839,5750,2013/03/12,1
9594,6439,54918,5750,2013/03/12,1
9594,6439,54894,5750,2013/03/12,1
9595,,54578,1990,2013/03/12,3
9596,,54578,2190,2013/03/12,1
9597,4578,55268,3309,2013/03/12,1
9597,4578,43430,3309,2013/03/12,1
9597,4578,43248,3309,2013/03/12,1
9598,6326,41309,5720,2013/03/12,1
9598,6326,41311,5720,2013/03/12,1
9598,6326,35641,5720,2013/03/12,1
9598,6326,34998,5720,2013/03/12,1
9598,6326,35023,5720,2013/03/12,1
9599,6441,54766,2660,2013/03/12,3
9599,6441,43248,2660,2013/03/12,3
9600,2579,56227,1480,2013/03/12,1
9601,4989,40212,633,2013/03/12,5
9602,,54545,1180,2013/03/12,1
9603,,43943,1690,2013/03/12,1
9604,5312,54115,1635,2013/03/12,5
9605,,35425,2075,2013/03/12,1
9605,,30415,2075,2013/03/12,1
9606,,36853,3960,2013/03/12,1
9606,,42460,3960,2013/03/12,1
9607,6444,55414,12020,2013/03/12,1
9607,6444,31747,12020,2013/03/12,1
9607,6444,54896,12020,2013/03/12,1
9607,6444,44246,12020,2013/03/12,1
9607,6444,55765,12020,2013/03/12,1
9607,6444,55260,12020,2013/03/12,1
9608,5956,45109,2000,2013/03/12,5
9608,5956,45108,2000,2013/03/12,5
9609,,32780,1180,2013/03/12,1
9610,,55787,5990,2013/03/12,1
9611,,38020,3170,2013/03/12,5
9611,,44980,3170,2013/03/12,5
9612,,55271,4775,2013/03/12,1
9612,,44760,4775,2013/03/12,1
9613,6446,43248,5840,2013/03/12,1
9613,6446,53969,5840,2013/03/12,1
9613,6446,44052,5840,2013/03/12,1
9614,,55062,5990,2013/03/12,3
9615,,55062,5990,2013/03/12,3
9616,,55062,5990,2013/03/12,3
9617,,55062,5990,2013/03/12,3
9618,,43313,3480,2013/03/12,1
9619,,55062,5990,2013/03/12,1
9620,,55457,1480,2013/03/12,1
9621,5913,44052,2795,2013/03/12,1
9622,,41784,2380,2013/03/12,1
9623,6339,54359,1568,2013/03/12,5
9624,6313,54359,5150,2013/03/12,1
9624,6313,45362,5150,2013/03/12,1
9624,6313,54967,5150,2013/03/12,1
9625,6313,56414,1995,2013/03/12,1
9626,6313,55434,4275,2013/03/12,1
9626,6313,55436,4275,2013/03/12,1
9627,6450,54548,2360,2013/03/12,5
9627,6450,55577,2360,2013/03/12,5
9628,6438,34672,200,2013/03/12,5
9629,,56199,4560,2013/03/12,1
9629,,56197,4560,2013/03/12,1
9629,,43248,4560,2013/03/12,1
9630,6448,56197,1190,2013/03/12,5
9631,6454,44426,2960,2013/03/12,3
9631,6454,41966,2960,2013/03/12,3
9632,6095,56422,1315,2013/03/12,1
9633,6452,56227,1180,2013/03/12,1
9634,6454,41966,2960,2013/03/12,3
9634,6454,44426,2960,2013/03/12,3
9635,6453,55071,3460,2013/03/12,1
9635,6453,55930,3460,2013/03/12,1
9635,6453,45421,3460,2013/03/12,1
9636,4256,43731,4460,2013/03/13,5
9636,4256,44333,4460,2013/03/13,5
9637,4709,55592,975,2013/03/13,1
9638,,55271,2295,2013/03/13,1
9639,,55418,2560,2013/03/13,3
9639,,55416,2560,2013/03/13,3
9640,,55416,2760,2013/03/13,1
9640,,55418,2760,2013/03/13,1
9641,4043,38670,8365,2013/03/13,5
9641,4043,56450,8365,2013/03/13,5
9641,4043,44761,8365,2013/03/13,5
9642,6455,55257,1980,2013/03/13,3
9643,,55271,1980,2013/03/13,5
9644,6456,44630,4940,2013/03/13,5
9644,6456,43430,4940,2013/03/13,5
9644,6456,43427,4940,2013/03/13,5
9645,4175,45106,5510,2013/03/13,1
9645,4175,54890,5510,2013/03/13,1
9646,6457,55796,5320,2013/03/13,1
9646,6457,54559,5320,2013/03/13,1
9646,6457,56419,5320,2013/03/13,1
9646,6457,54358,5320,2013/03/13,1
9647,,44323,2975,2013/03/13,1
9647,,43437,2975,2013/03/13,1
9648,,43248,1580,2013/03/13,1
9649,5941,43340,1807,2013/03/13,1
9649,5941,38641,1807,2013/03/13,1
9650,6461,43597,7010,2013/03/13,1
9650,6461,43600,7010,2013/03/13,1
9650,6461,54779,7010,2013/03/13,1
9650,6461,43248,7010,2013/03/13,1
9650,6461,43609,7010,2013/03/13,1
9651,,42762,5255,2013/03/13,1
9651,,54546,5255,2013/03/13,1
9651,,55436,5255,2013/03/13,1
9652,,54622,2795,2013/03/13,1
9653,,41985,1880,2013/03/13,1
9654,3897,54608,7130,2013/03/13,1
9654,3897,44497,7130,2013/03/13,1
9654,3897,43430,7130,2013/03/13,1
9654,3897,55268,7130,2013/03/13,1
9655,,44324,1695,2013/03/13,1
9656,5954,56461,1445,2013/03/13,1
9657,5972,45255,10580,2013/03/13,3
9657,5972,45261,10580,2013/03/13,3
9657,5972,56454,10580,2013/03/13,3
9657,5972,37873,10580,2013/03/13,3
9657,5972,45443,10580,2013/03/13,3
9657,5972,45438,10580,2013/03/13,3
9658,4698,56197,4509,2013/03/13,1
9658,4698,56211,4509,2013/03/13,1
9658,4698,54358,4509,2013/03/13,1
9659,,43430,2970,2013/03/13,1
9659,,56199,2970,2013/03/13,1
9660,,56462,1380,2013/03/13,1
9661,2705,23618,1991,2013/03/13,1
9661,2705,56462,1991,2013/03/13,1
9662,6466,54964,4450,2013/03/13,1
9662,6466,55422,4450,2013/03/13,1
9662,6466,36178,4450,2013/03/13,1
9662,6466,56423,4450,2013/03/13,1
9663,,56405,1695,2013/03/13,1
9664,6469,55370,3180,2013/03/13,1
9665,6468,43248,3075,2013/03/13,1
9665,6468,55625,3075,2013/03/13,1
9666,,44922,1200,2013/03/13,1
9667,6470,55238,3180,2013/03/13,1
9668,,55559,5660,2013/03/13,1
9668,,45664,5660,2013/03/13,1
9669,4538,54892,6920,2013/03/13,1
9669,4538,55578,6920,2013/03/13,1
9669,4538,43429,6920,2013/03/13,1
9669,4538,55396,6920,2013/03/13,1
9669,4538,44923,6920,2013/03/13,1
9670,6471,55992,6140,2013/03/13,1
9670,6471,54270,6140,2013/03/13,1
9670,6471,55763,6140,2013/03/13,1
9670,6471,54221,6140,2013/03/13,1
9671,,55104,1280,2013/03/13,1
9672,5972,45255,10580,2013/03/13,1
9672,5972,45261,10580,2013/03/13,1
9672,5972,56454,10580,2013/03/13,1
9672,5972,37873,10580,2013/03/13,1
9672,5972,45443,10580,2013/03/13,1
9672,5972,45438,10580,2013/03/13,1
9673,,37873,1995,2013/03/13,1
9674,5940,43466,929,2013/03/13,1
9675,5764,44496,1195,2013/03/13,3
9676,2422,45634,2760,2013/03/13,1
9676,2422,45641,2760,2013/03/13,1
9677,5764,56552,4375,2013/03/13,3
